Parish;Municipality;District;Region;Country
Pindo;Penalva do Castelo;Viseu;Continente;Portugal
Real;Penalva do Castelo;Viseu;Continente;Portugal
Sezures;Penalva do Castelo;Viseu;Continente;Portugal
Trancozelos;Penalva do Castelo;Viseu;Continente;Portugal
União das freguesias de Antas e Matela;Penalva do Castelo;Viseu;Continente;Portugal
União das freguesias de Vila Cova do Covelo/Mareco;Penalva do Castelo;Viseu;Continente;Portugal
Beselga;Penedono;Viseu;Continente;Portugal
Castainço;Penedono;Viseu;Continente;Portugal
Penela da Beira;Penedono;Viseu;Continente;Portugal
Póvoa de Penela;Penedono;Viseu;Continente;Portugal
Souto;Penedono;Viseu;Continente;Portugal
União das freguesias de Antas e Ourozinho;Penedono;Viseu;Continente;Portugal
União das freguesias de Penedono e Granja;Penedono;Viseu;Continente;Portugal
Barrô;Resende;Viseu;Continente;Portugal
Cárquere;Resende;Viseu;Continente;Portugal
Paus;Resende;Viseu;Continente;Portugal
Resende;Resende;Viseu;Continente;Portugal
São Cipriano;Resende;Viseu;Continente;Portugal
São João de Fontoura;Resende;Viseu;Continente;Portugal
São Martinho de Mouros;Resende;Viseu;Continente;Portugal
União das freguesias de Anreade e São Romão de Aregos;Resende;Viseu;Continente;Portugal
União das freguesias de Felgueiras e Feirão;Resende;Viseu;Continente;Portugal
União das freguesias de Freigil e Miomães;Resende;Viseu;Continente;Portugal
União das freguesias de Ovadas e Panchorra;Resende;Viseu;Continente;Portugal
Pinheiro de Ázere;Santa Comba Dão;Viseu;Continente;Portugal
São Joaninho;Santa Comba Dão;Viseu;Continente;Portugal
São João de Areias;Santa Comba Dão;Viseu;Continente;Portugal
União das freguesias de Ovoa e Vimieiro;Santa Comba Dão;Viseu;Continente;Portugal
União das freguesias de Santa Comba Dão e Couto do Mosteiro;Santa Comba Dão;Viseu;Continente;Portugal
União das freguesias de Treixedo e Nagozela;Santa Comba Dão;Viseu;Continente;Portugal
Castanheiro do Sul;São João da Pesqueira;Viseu;Continente;Portugal
Ervedosa do Douro;São João da Pesqueira;Viseu;Continente;Portugal
Nagozelo do Douro;São João da Pesqueira;Viseu;Continente;Portugal
Paredes da Beira;São João da Pesqueira;Viseu;Continente;Portugal
Riodades;São João da Pesqueira;Viseu;Continente;Portugal
Soutelo do Douro;São João da Pesqueira;Viseu;Continente;Portugal
Vale de Figueira;São João da Pesqueira;Viseu;Continente;Portugal
Valongo dos Azeites;São João da Pesqueira;Viseu;Continente;Portugal
União das freguesias de São João da Pesqueira e Várzea de Trevões;São João da Pesqueira;Viseu;Continente;Portugal
União das freguesias de Trevões e Espinhosa;São João da Pesqueira;Viseu;Continente;Portugal
União das freguesias de Vilarouco e Pereiros;São João da Pesqueira;Viseu;Continente;Portugal
Bordonhos;São Pedro do Sul;Viseu;Continente;Portugal
Figueiredo de Alva;São Pedro do Sul;Viseu;Continente;Portugal
Manhouce;São Pedro do Sul;Viseu;Continente;Portugal
Pindelo dos Milagres;São Pedro do Sul;Viseu;Continente;Portugal
Pinho;São Pedro do Sul;Viseu;Continente;Portugal
São Félix;São Pedro do Sul;Viseu;Continente;Portugal
Serrazes;São Pedro do Sul;Viseu;Continente;Portugal
Sul;São Pedro do Sul;Viseu;Continente;Portugal
Valadares;São Pedro do Sul;Viseu;Continente;Portugal
Vila Maior;São Pedro do Sul;Viseu;Continente;Portugal
União das freguesias de Carvalhais e Candal;São Pedro do Sul;Viseu;Continente;Portugal
União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;São Pedro do Sul;Viseu;Continente;Portugal
União das freguesias de São Martinho das Moitas e Covas do Rio;São Pedro do Sul;Viseu;Continente;Portugal
União das freguesias de São Pedro do Sul, Várzea e Baiões;São Pedro do Sul;Viseu;Continente;Portugal
Avelal;Sátão;Viseu;Continente;Portugal
Ferreira de Aves;Sátão;Viseu;Continente;Portugal
Mioma;Sátão;Viseu;Continente;Portugal
Rio de Moinhos;Sátão;Viseu;Continente;Portugal
São Miguel de Vila Boa;Sátão;Viseu;Continente;Portugal
Sátão;Sátão;Viseu;Continente;Portugal
Silvã de Cima;Sátão;Viseu;Continente;Portugal
União das freguesias de Águas Boas e Forles;Sátão;Viseu;Continente;Portugal
União das freguesias de Romãs, Decermilo e Vila Longa;Sátão;Viseu;Continente;Portugal
Arnas;Sernancelhe;Viseu;Continente;Portugal
Carregal;Sernancelhe;Viseu;Continente;Portugal
Chosendo;Sernancelhe;Viseu;Continente;Portugal
Cunha;Sernancelhe;Viseu;Continente;Portugal
Faia;Sernancelhe;Viseu;Continente;Portugal
Granjal;Sernancelhe;Viseu;Continente;Portugal
Lamosa;Sernancelhe;Viseu;Continente;Portugal
Quintela;Sernancelhe;Viseu;Continente;Portugal
Vila da Ponte;Sernancelhe;Viseu;Continente;Portugal
União das freguesias de Ferreirim e Macieira;Sernancelhe;Viseu;Continente;Portugal
União das freguesias de Fonte Arcada e Escurquela;Sernancelhe;Viseu;Continente;Portugal
União das freguesias de Penso e Freixinho;Sernancelhe;Viseu;Continente;Portugal
União das freguesias de Sernancelhe e Sarzeda;Sernancelhe;Viseu;Continente;Portugal
Adorigo;Tabuaço;Viseu;Continente;Portugal
Arcos;Tabuaço;Viseu;Continente;Portugal
Chavães;Tabuaço;Viseu;Continente;Portugal
Desejosa;Tabuaço;Viseu;Continente;Portugal
Granja do Tedo;Tabuaço;Viseu;Continente;Portugal
Longa;Tabuaço;Viseu;Continente;Portugal
Sendim;Tabuaço;Viseu;Continente;Portugal
Tabuaço;Tabuaço;Viseu;Continente;Portugal
Valença do Douro;Tabuaço;Viseu;Continente;Portugal
União das freguesias de Barcos e Santa Leocádia;Tabuaço;Viseu;Continente;Portugal
União das freguesias de Paradela e Granjinha;Tabuaço;Viseu;Continente;Portugal
União das freguesias de Pinheiros e Vale de Figueira;Tabuaço;Viseu;Continente;Portugal
União das freguesias de Távora e Pereiro;Tabuaço;Viseu;Continente;Portugal
Mondim da Beira;Tarouca;Viseu;Continente;Portugal
Salzedas;Tarouca;Viseu;Continente;Portugal
São João de Tarouca;Tarouca;Viseu;Continente;Portugal
Várzea da Serra;Tarouca;Viseu;Continente;Portugal
União das freguesias de Gouviães e Ucanha;Tarouca;Viseu;Continente;Portugal
União das freguesias de Granja Nova e Vila Chã da Beira;Tarouca;Viseu;Continente;Portugal
União das freguesias de Tarouca e Dálvares;Tarouca;Viseu;Continente;Portugal
Campo de Besteiros;Tondela;Viseu;Continente;Portugal
Canas de Santa Maria;Tondela;Viseu;Continente;Portugal
Castelões;Tondela;Viseu;Continente;Portugal
Dardavaz;Tondela;Viseu;Continente;Portugal
Ferreirós do Dão;Tondela;Viseu;Continente;Portugal
Guardão;Tondela;Viseu;Continente;Portugal
Lajeosa do Dão;Tondela;Viseu;Continente;Portugal
Lobão da Beira;Tondela;Viseu;Continente;Portugal
Molelos;Tondela;Viseu;Continente;Portugal
Parada de Gonta;Tondela;Viseu;Continente;Portugal
Santiago de Besteiros;Tondela;Viseu;Continente;Portugal
Tonda;Tondela;Viseu;Continente;Portugal
União das freguesias de Barreiro de Besteiros e Tourigo;Tondela;Viseu;Continente;Portugal
União das freguesias de Caparrosa e Silvares;Tondela;Viseu;Continente;Portugal
União das freguesias de Mouraz e Vila Nova da Rainha;Tondela;Viseu;Continente;Portugal
União das freguesias de São João do Monte e Mosteirinho;Tondela;Viseu;Continente;Portugal
União das freguesias de São Miguel do Outeiro e Sabugosa;Tondela;Viseu;Continente;Portugal
União das freguesias de Tondela e Nandufe;Tondela;Viseu;Continente;Portugal
União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;Tondela;Viseu;Continente;Portugal
Pendilhe;Vila Nova de Paiva;Viseu;Continente;Portugal
Queiriga;Vila Nova de Paiva;Viseu;Continente;Portugal
Touro;Vila Nova de Paiva;Viseu;Continente;Portugal
Vila Cova à Coelheira;Vila Nova de Paiva;Viseu;Continente;Portugal
União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;Vila Nova de Paiva;Viseu;Continente;Portugal
Abraveses;Viseu;Viseu;Continente;Portugal
Bodiosa;Viseu;Viseu;Continente;Portugal
Calde;Viseu;Viseu;Continente;Portugal
Campo;Viseu;Viseu;Continente;Portugal
Cavernães;Viseu;Viseu;Continente;Portugal
Cota;Viseu;Viseu;Continente;Portugal
Fragosela;Viseu;Viseu;Continente;Portugal
Lordosa;Viseu;Viseu;Continente;Portugal
Silgueiros;Viseu;Viseu;Continente;Portugal
Mundão;Viseu;Viseu;Continente;Portugal
Orgens;Viseu;Viseu;Continente;Portugal
Povolide;Viseu;Viseu;Continente;Portugal
Ranhados;Viseu;Viseu;Continente;Portugal
Ribafeita;Viseu;Viseu;Continente;Portugal
Rio de Loba;Viseu;Viseu;Continente;Portugal
Santos Evos;Viseu;Viseu;Continente;Portugal
São João de Lourosa;Viseu;Viseu;Continente;Portugal
São Pedro de France;Viseu;Viseu;Continente;Portugal
União das freguesias de Barreiros e Cepões;Viseu;Viseu;Continente;Portugal
União das freguesias de Boa Aldeia, Farminhão e Torredeita;Viseu;Viseu;Continente;Portugal
Coutos de Viseu;Viseu;Viseu;Continente;Portugal
União das freguesias de Faíl e Vila Chã de Sá;Viseu;Viseu;Continente;Portugal
Repeses e São Salvador;Viseu;Viseu;Continente;Portugal
São Cipriano e Vil de Souto;Viseu;Viseu;Continente;Portugal
Viseu;Viseu;Viseu;Continente;Portugal
Alcofra;Vouzela;Viseu;Continente;Portugal
Campia;Vouzela;Viseu;Continente;Portugal
Fornelo do Monte;Vouzela;Viseu;Continente;Portugal
Queirã;Vouzela;Viseu;Continente;Portugal
São Miguel do Mato;Vouzela;Viseu;Continente;Portugal
Ventosa;Vouzela;Viseu;Continente;Portugal
União das freguesias de Cambra e Carvalhal de Vermilhas;Vouzela;Viseu;Continente;Portugal
União das freguesias de Fataunços e Figueiredo das Donas;Vouzela;Viseu;Continente;Portugal
União das freguesias de Vouzela e Paços de Vilharigues;Vouzela;Viseu;Continente;Portugal
Arco da Calheta;Calheta;Ilha da Madeira;Madeira;Portugal
Calheta;Calheta;Ilha da Madeira;Madeira;Portugal
Estreito da Calheta;Calheta;Ilha da Madeira;Madeira;Portugal
Fajã da Ovelha;Calheta;Ilha da Madeira;Madeira;Portugal
Jardim do Mar;Calheta;Ilha da Madeira;Madeira;Portugal
Paul do Mar;Calheta;Ilha da Madeira;Madeira;Portugal
Ponta do Pargo;Calheta;Ilha da Madeira;Madeira;Portugal
Prazeres;Calheta;Ilha da Madeira;Madeira;Portugal
Câmara de Lobos;Câmara de Lobos;Ilha da Madeira;Madeira;Portugal
Curral das Freiras;Câmara de Lobos;Ilha da Madeira;Madeira;Portugal
Estreito de Câmara de Lobos;Câmara de Lobos;Ilha da Madeira;Madeira;Portugal
Quinta Grande;Câmara de Lobos;Ilha da Madeira;Madeira;Portugal
Jardim da Serra;Câmara de Lobos;Ilha da Madeira;Madeira;Portugal
Imaculado Coração de Maria;Funchal;Ilha da Madeira;Madeira;Portugal
Monte;Funchal;Ilha da Madeira;Madeira;Portugal
Funchal (Santa Luzia);Funchal;Ilha da Madeira;Madeira;Portugal
Funchal (Santa Maria Maior);Funchal;Ilha da Madeira;Madeira;Portugal
Santo António;Funchal;Ilha da Madeira;Madeira;Portugal
São Gonçalo;Funchal;Ilha da Madeira;Madeira;Portugal
São Martinho;Funchal;Ilha da Madeira;Madeira;Portugal
Funchal (São Pedro);Funchal;Ilha da Madeira;Madeira;Portugal
São Roque;Funchal;Ilha da Madeira;Madeira;Portugal
Funchal (Sé);Funchal;Ilha da Madeira;Madeira;Portugal
Água de Pena;Machico;Ilha da Madeira;Madeira;Portugal
Caniçal;Machico;Ilha da Madeira;Madeira;Portugal
Machico;Machico;Ilha da Madeira;Madeira;Portugal
Porto da Cruz;Machico;Ilha da Madeira;Madeira;Portugal
Santo António da Serra;Machico;Ilha da Madeira;Madeira;Portugal
Canhas;Ponta do Sol;Ilha da Madeira;Madeira;Portugal
Madalena do Mar;Ponta do Sol;Ilha da Madeira;Madeira;Portugal
Ponta do Sol;Ponta do Sol;Ilha da Madeira;Madeira;Portugal
Achadas da Cruz;Porto Moniz;Ilha da Madeira;Madeira;Portugal
Porto Moniz;Porto Moniz;Ilha da Madeira;Madeira;Portugal
Ribeira da Janela;Porto Moniz;Ilha da Madeira;Madeira;Portugal
Seixal;Porto Moniz;Ilha da Madeira;Madeira;Portugal
Campanário;Ribeira Brava;Ilha da Madeira;Madeira;Portugal
Ribeira Brava;Ribeira Brava;Ilha da Madeira;Madeira;Portugal
Serra de Água;Ribeira Brava;Ilha da Madeira;Madeira;Portugal
Tábua;Ribeira Brava;Ilha da Madeira;Madeira;Portugal
Camacha;Santa Cruz;Ilha da Madeira;Madeira;Portugal
Caniço;Santa Cruz;Ilha da Madeira;Madeira;Portugal
Gaula;Santa Cruz;Ilha da Madeira;Madeira;Portugal
Santa Cruz;Santa Cruz;Ilha da Madeira;Madeira;Portugal
Santo António da Serra;Santa Cruz;Ilha da Madeira;Madeira;Portugal
Arco de São Jorge;Santana;Ilha da Madeira;Madeira;Portugal
Faial;Santana;Ilha da Madeira;Madeira;Portugal
Santana;Santana;Ilha da Madeira;Madeira;Portugal
São Jorge;Santana;Ilha da Madeira;Madeira;Portugal
São Roque do Faial;Santana;Ilha da Madeira;Madeira;Portugal
Ilha;Santana;Ilha da Madeira;Madeira;Portugal
Boa Ventura;São Vicente;Ilha da Madeira;Madeira;Portugal
Ponta Delgada;São Vicente;Ilha da Madeira;Madeira;Portugal
São Vicente;São Vicente;Ilha da Madeira;Madeira;Portugal
Porto Santo;Porto Santo;Ilha de Porto Santo;Madeira;Portugal
Almagreira;Vila do Porto;Ilha de Santa Maria;Açores;Portugal
Santa Bárbara;Vila do Porto;Ilha de Santa Maria;Açores;Portugal
Santo Espírito;Vila do Porto;Ilha de Santa Maria;Açores;Portugal
São Pedro;Vila do Porto;Ilha de Santa Maria;Açores;Portugal
Vila do Porto;Vila do Porto;Ilha de Santa Maria;Açores;Portugal
Água de Pau;Lagoa;Ilha de São Miguel;Açores;Portugal
Cabouco;Lagoa;Ilha de São Miguel;Açores;Portugal
Lagoa (Nossa Senhora do Rosário);Lagoa;Ilha de São Miguel;Açores;Portugal
Lagoa (Santa Cruz);Lagoa;Ilha de São Miguel;Açores;Portugal
Ribeira Chã;Lagoa;Ilha de São Miguel;Açores;Portugal
Achada;Nordeste;Ilha de São Miguel;Açores;Portugal
Achadinha;Nordeste;Ilha de São Miguel;Açores;Portugal
Lomba da Fazenda;Nordeste;Ilha de São Miguel;Açores;Portugal
Nordeste;Nordeste;Ilha de São Miguel;Açores;Portugal
Salga;Nordeste;Ilha de São Miguel;Açores;Portugal
Santana;Nordeste;Ilha de São Miguel;Açores;Portugal
Algarvia;Nordeste;Ilha de São Miguel;Açores;Portugal
Santo António de Nordestinho;Nordeste;Ilha de São Miguel;Açores;Portugal
São Pedro de Nordestinho;Nordeste;Ilha de São Miguel;Açores;Portugal
Arrifes;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Candelária;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Capelas;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Covoada;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Fajã de Baixo;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Fajã de Cima;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Fenais da Luz;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Feteiras;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Ginetes;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Mosteiros;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Ponta Delgada (São Sebastião);Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Ponta Delgada (São José);Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Ponta Delgada (São Pedro);Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Relva;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Remédios;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Rosto do Cão (Livramento);Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Rosto do Cão (São Roque);Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Santa Bárbara;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Santo António;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
São Vicente Ferreira;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Sete Cidades;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Ajuda da Bretanha;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Pilar da Bretanha;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Santa Clara;Ponta Delgada;Ilha de São Miguel;Açores;Portugal
Água Retorta;Povoação;Ilha de São Miguel;Açores;Portugal
Faial da Terra;Povoação;Ilha de São Miguel;Açores;Portugal
Furnas;Povoação;Ilha de São Miguel;Açores;Portugal
Nossa Senhora dos Remédios;Povoação;Ilha de São Miguel;Açores;Portugal
Povoação;Povoação;Ilha de São Miguel;Açores;Portugal
Ribeira Quente;Povoação;Ilha de São Miguel;Açores;Portugal
Calhetas;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Fenais da Ajuda;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Lomba da Maia;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Lomba de São Pedro;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Maia;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Pico da Pedra;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Porto Formoso;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Rabo de Peixe;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Ribeira Grande (Conceição);Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Ribeira Grande (Matriz);Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Ribeira Seca;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Ribeirinha;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Santa Bárbara;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
São Brás;Ribeira Grande;Ilha de São Miguel;Açores;Portugal
Água de Alto;Vila Franca do Campo;Ilha de São Miguel;Açores;Portugal
Ponta Garça;Vila Franca do Campo;Ilha de São Miguel;Açores;Portugal
Ribeira das Tainhas;Vila Franca do Campo;Ilha de São Miguel;Açores;Portugal
Vila Franca do Campo (São Miguel);Vila Franca do Campo;Ilha de São Miguel;Açores;Portugal
Vila Franca do Campo (São Pedro);Vila Franca do Campo;Ilha de São Miguel;Açores;Portugal
Ribeira Seca;Vila Franca do Campo;Ilha de São Miguel;Açores;Portugal
Altares;Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Angra (Nossa Senhora da Conceição);Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Angra (Santa Luzia);Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Angra (São Pedro);Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Angra (Sé);Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Cinco Ribeiras;Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Doze Ribeiras;Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Feteira;Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Porto Judeu;Angra do Heroísmo;Ilha Terceira;Açores;Portugal
Posto Santo;Angra do Heroísmo;Ilha Terceira;Açores;Portugal
